fpr,tpr,threshold
0.494949494949495,0.9172610556348074,0.376329321257225
0.494949494949495,0.9179743223965763,0.37626514241926556
0.5,0.9179743223965763,0.3761279467723708
0.5,0.9186875891583453,0.3759393641497484
0.5050505050505051,0.9186875891583453,0.3754072378790537
0.5050505050505051,0.9194008559201141,0.37512763380700975
0.5202020202020202,0.9194008559201141,0.37381006037053577
0.5202020202020202,0.920827389443652,0.37286146707955425
0.5303030303030303,0.920827389443652,0.37255155993801287
0.5303030303030303,0.9236804564907275,0.3711969582655887
0.5353535353535354,0.9236804564907275,0.3711954797677363
0.5353535353535354,0.927246790299572,0.36800219575731036
0.5555555555555556,0.927246790299572,0.3664212807722385
0.5555555555555556,0.9372325249643366,0.36016643880748844
0.5656565656565656,0.9372325249643366,0.35886990187102324
0.5656565656565656,0.942225392296719,0.3552788288767482
0.5757575757575758,0.942225392296719,0.3543878195346506
0.5757575757575758,0.9436519258202568,0.35215669854556464
0.5858585858585859,0.9436519258202568,0.3520655571482908
0.5858585858585859,0.9443651925820257,0.3517521312348193
0.5959595959595959,0.9443651925820257,0.3506120115879752
0.5959595959595959,0.9457917261055635,0.3498917793373509
0.601010101010101,0.9457917261055635,0.3498245136484967
0.601010101010101,0.9465049928673324,0.3490094693880771
0.6060606060606061,0.9465049928673324,0.3490002860928518
0.6060606060606061,0.949358059914408,0.3470219344684962
0.6212121212121212,0.949358059914408,0.3450901590240863
0.6212121212121212,0.9500713266761769,0.3449600235668732
0.6262626262626263,0.9500713266761769,0.3448168303816761
0.6262626262626263,0.9550641940085592,0.34140726122383513
0.6313131313131313,0.9550641940085592,0.34094731362554753
0.6313131313131313,0.956490727532097,0.3392264545309065
0.6363636363636364,0.956490727532097,0.3388737233058714
0.6363636363636364,0.9600570613409415,0.33729317819248533
0.6414141414141414,0.9600570613409415,0.33538829380605173
0.6414141414141414,0.9621968616262482,0.332933222538793
0.6464646464646465,0.9621968616262482,0.33290356902908214
0.6464646464646465,0.9629101283880172,0.32653993153227845
0.6515151515151515,0.9629101283880172,0.325128154993974
0.6515151515151515,0.9664764621968617,0.32021585782660367
0.6565656565656566,0.9664764621968617,0.32008830698579027
0.6565656565656566,0.9686162624821684,0.3183582667533987
0.6767676767676768,0.9686162624821684,0.3136461198555088
0.6767676767676768,0.9736091298145506,0.31036893766377605
0.6818181818181818,0.9736091298145506,0.309022514910627
0.6818181818181818,0.9750356633380884,0.3066872798048125
0.6868686868686869,0.9750356633380884,0.3063807110615831
0.6868686868686869,0.9757489300998573,0.30599960521095587
0.6919191919191919,0.9757489300998573,0.30531141658066924
0.6919191919191919,0.9764621968616263,0.3050327413189264
0.696969696969697,0.9764621968616263,0.30468248427451317
0.696969696969697,0.9778887303851641,0.3035998467113313
0.7070707070707071,0.9778887303851641,0.30248006785651
0.7070707070707071,0.9821683309557775,0.29987234389924916
0.7272727272727273,0.9821683309557775,0.2986717118530712
0.7272727272727273,0.9828815977175464,0.2967350621191632
0.7424242424242424,0.9828815977175464,0.29375387221175936
0.7424242424242424,0.9835948644793152,0.2937496599759244
0.7474747474747475,0.9835948644793152,0.2933535963018507
0.7474747474747475,0.9843081312410842,0.2924951395323547
0.7525252525252525,0.9843081312410842,0.2913789934765061
0.7525252525252525,0.9864479315263909,0.288053303253453
0.7575757575757576,0.9864479315263909,0.28767452702744156
0.7575757575757576,0.9871611982881597,0.2871077907736914
0.7727272727272727,0.9871611982881597,0.2840603617972578
0.7727272727272727,0.9885877318116976,0.2815150670738418
0.7777777777777778,0.9885877318116976,0.27978981127620445
0.7777777777777778,0.9893009985734664,0.27568438537999423
0.7828282828282829,0.9893009985734664,0.2744740940490374
0.7828282828282829,0.9900142653352354,0.2725095694605637
0.7878787878787878,0.9900142653352354,0.2721508546567508
0.7878787878787878,0.9907275320970043,0.27010199464253987
0.803030303030303,0.9907275320970043,0.26423714050567615
0.803030303030303,0.992867332382311,0.2607830557493209
0.8232323232323232,0.992867332382311,0.2559388338366826
0.8232323232323232,0.9942938659058488,0.2540869001412054
0.8282828282828283,0.9942938659058488,0.25254301917455235
0.8282828282828283,0.9950071326676176,0.24943632800503437
0.8838383838383839,0.9950071326676176,0.2336161588134336
0.8838383838383839,0.9964336661911555,0.23258685715441915
0.9545454545454546,0.9964336661911555,0.21190816852973748
0.9545454545454546,0.9978601997146933,0.20784894245150448
0.9595959595959596,0.9978601997146933,0.20750925468553016
0.9595959595959596,0.9985734664764622,0.20558134924499305
0.9696969696969697,0.9985734664764622,0.19959674067414415
0.9696969696969697,0.9992867332382311,0.19928318088569183
0.9848484848484849,0.9992867332382311,0.1834956199847695
0.9848484848484849,1.0,0.18334806635731138
1.0,1.0,0.16072100245303403
